run_id,campaign_id,configuration,repo,scenario,repetition,finding_id,ground_truth_id,method,branch_created,pr_created,tests_returncode,human_review_required,status,time_to_patch_pr_seconds,time_to_green_patch_seconds
20260714T114538747875Z_C4_AgentsOnly_external_itsdangerous_r1,priority_validation_extended_external,C4_AgentsOnly,external_itsdangerous,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,1,,no_remediation_event,0.0,0.0
20260714T114628558758Z_C5_SecFlowOps_external_itsdangerous_r1,priority_validation_extended_external,C5_SecFlowOps,external_itsdangerous,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,1,,no_remediation_event,0.0,0.0
20260714T114723351611Z_C1_NonBlockingScanning_external_express_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_express,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T114746484323Z_C4_AgentsOnly_external_express_r1,priority_validation_extended_external,C4_AgentsOnly,external_express,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T114832428769Z_C5_SecFlowOps_external_express_r1,priority_validation_extended_external,C5_SecFlowOps,external_express,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T114918725192Z_C1_NonBlockingScanning_external_body_parser_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_body_parser,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T114940282076Z_C4_AgentsOnly_external_body_parser_r1,priority_validation_extended_external,C4_AgentsOnly,external_body_parser,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T115021734148Z_C5_SecFlowOps_external_body_parser_r1,priority_validation_extended_external,C5_SecFlowOps,external_body_parser,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T115105535311Z_C1_NonBlockingScanning_external_morgan_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_morgan,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T115131541670Z_C4_AgentsOnly_external_morgan_r1,priority_validation_extended_external,C4_AgentsOnly,external_morgan,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T115213845542Z_C5_SecFlowOps_external_morgan_r1,priority_validation_extended_external,C5_SecFlowOps,external_morgan,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T115253363801Z_C1_NonBlockingScanning_external_nodegoat_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_nodegoat,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T115313443882Z_C4_AgentsOnly_external_nodegoat_r1,priority_validation_extended_external,C4_AgentsOnly,external_nodegoat,external_oss_security_pipeline,1,20260714T115313443882Z_C4_AgentsOnly_external_nodegoat_r1:trivy:vuln:CVE-2024-45590:body-parser:package-lock.json,,npm_audit_fix_package_lock_only,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260714T115313443882Z_C4_AgentsOnly_external_nodegoat_r1,priority_validation_extended_external,C4_AgentsOnly,external_nodegoat,external_oss_security_pipeline,1,20260714T115313443882Z_C4_AgentsOnly_external_nodegoat_r1:trivy:secret:private-key:artifacts/cert/server.key:2,,secret_placeholder_removal,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260714T120412821432Z_C5_SecFlowOps_external_nodegoat_r1,priority_validation_extended_external,C5_SecFlowOps,external_nodegoat,external_oss_security_pipeline,1,20260714T120412821432Z_C5_SecFlowOps_external_nodegoat_r1:trivy:vuln:CVE-2024-45590:body-parser:package-lock.json,,npm_audit_fix_package_lock_only,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260714T120412821432Z_C5_SecFlowOps_external_nodegoat_r1,priority_validation_extended_external,C5_SecFlowOps,external_nodegoat,external_oss_security_pipeline,1,20260714T120412821432Z_C5_SecFlowOps_external_nodegoat_r1:trivy:secret:private-key:artifacts/cert/server.key:2,,secret_placeholder_removal,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260714T120552541986Z_C1_NonBlockingScanning_external_dvna_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_dvna,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T120623887728Z_C4_AgentsOnly_external_dvna_r1,priority_validation_extended_external,C4_AgentsOnly,external_dvna,external_oss_security_pipeline,1,20260714T120623887728Z_C4_AgentsOnly_external_dvna_r1:trivy:misconfig:DS-0002:Dockerfile:None,,external_dockerfile_hardening,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260714T120735796408Z_C5_SecFlowOps_external_dvna_r1,priority_validation_extended_external,C5_SecFlowOps,external_dvna,external_oss_security_pipeline,1,20260714T120735796408Z_C5_SecFlowOps_external_dvna_r1:trivy:misconfig:DS-0002:Dockerfile:None,,external_dockerfile_hardening,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260714T120837530542Z_C1_NonBlockingScanning_external_gorilla_mux_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_gorilla_mux,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T120902465683Z_C4_AgentsOnly_external_gorilla_mux_r1,priority_validation_extended_external,C4_AgentsOnly,external_gorilla_mux,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T121028351690Z_C5_SecFlowOps_external_gorilla_mux_r1,priority_validation_extended_external,C5_SecFlowOps,external_gorilla_mux,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T121135124447Z_C1_NonBlockingScanning_external_gorilla_websocket_r1,priority_validation_extended_external,C1_NonBlockingScanning,external_gorilla_websocket,external_oss_security_pipeline,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260714T121202036102Z_C4_AgentsOnly_external_gorilla_websocket_r1,priority_validation_extended_external,C4_AgentsOnly,external_gorilla_websocket,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260714T121246911546Z_C5_SecFlowOps_external_gorilla_websocket_r1,priority_validation_extended_external,C5_SecFlowOps,external_gorilla_websocket,external_oss_security_pipeline,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
