run_id,campaign_id,configuration,repo,scenario,repetition,finding_id,ground_truth_id,method,branch_created,pr_created,tests_returncode,human_review_required,status,time_to_patch_pr_seconds,time_to_green_patch_seconds
20260713T191820824252Z_C1_NonBlockingScanning_full_alpha_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T191841896166Z_C2_AutoScanning_full_alpha_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T191902673208Z_C3_PolicyOnly_full_alpha_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T191923832616Z_C4_AgentsOnly_full_alpha_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_sast_reflected_xss,sast_reflected_xss,1,20260713T191923832616Z_C4_AgentsOnly_full_alpha_sast_reflected_xss_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T191923832616Z_C4_AgentsOnly_full_alpha_sast_reflected_xss_r1\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192008403905Z_C5_SecFlowOps_full_alpha_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_sast_reflected_xss,sast_reflected_xss,1,20260713T192008403905Z_C5_SecFlowOps_full_alpha_sast_reflected_xss_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T192008403905Z_C5_SecFlowOps_full_alpha_sast_reflected_xss_r1\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192049811545Z_C0_BuildOnly_full_alpha_sast_sql_injection_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192050139631Z_C1_NonBlockingScanning_full_alpha_sast_sql_injection_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192111409226Z_C2_AutoScanning_full_alpha_sast_sql_injection_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192132935134Z_C3_PolicyOnly_full_alpha_sast_sql_injection_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192154047706Z_C4_AgentsOnly_full_alpha_sast_sql_injection_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_sast_sql_injection,sast_sql_injection,1,20260713T192154047706Z_C4_AgentsOnly_full_alpha_sast_sql_injection_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T192154047706Z_C4_AgentsOnly_full_alpha_sast_sql_injection_r1\workspace\app.py:17,GT-SAST-SQLI-001-full_alpha_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192235647250Z_C5_SecFlowOps_full_alpha_sast_sql_injection_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_sast_sql_injection,sast_sql_injection,1,20260713T192235647250Z_C5_SecFlowOps_full_alpha_sast_sql_injection_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.formatted-sql:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T192235647250Z_C5_SecFlowOps_full_alpha_sast_sql_injection_r1\workspace\app.py:17,GT-SAST-SQLI-001-full_alpha_sast_sql_injection,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192317345315Z_C0_BuildOnly_full_alpha_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192317640639Z_C1_NonBlockingScanning_full_alpha_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192338606063Z_C2_AutoScanning_full_alpha_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192358977091Z_C3_PolicyOnly_full_alpha_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_docker_misconfiguration,docker_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192420788675Z_C4_AgentsOnly_full_alpha_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_docker_misconfiguration,docker_misconfiguration,1,20260713T192420788675Z_C4_AgentsOnly_full_alpha_docker_misconfiguration_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192502249758Z_C5_SecFlowOps_full_alpha_docker_misconfiguration_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_docker_misconfiguration,docker_misconfiguration,1,20260713T192502249758Z_C5_SecFlowOps_full_alpha_docker_misconfiguration_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_docker_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192543874897Z_C0_BuildOnly_full_alpha_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192544169186Z_C1_NonBlockingScanning_full_alpha_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192605012147Z_C2_AutoScanning_full_alpha_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192625809257Z_C3_PolicyOnly_full_alpha_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_k8s_misconfiguration,k8s_misconfiguration,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192647072554Z_C4_AgentsOnly_full_alpha_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_k8s_misconfiguration,k8s_misconfiguration,1,20260713T192647072554Z_C4_AgentsOnly_full_alpha_k8s_misconfiguration_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192730913005Z_C5_SecFlowOps_full_alpha_k8s_misconfiguration_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_k8s_misconfiguration,k8s_misconfiguration,1,20260713T192730913005Z_C5_SecFlowOps_full_alpha_k8s_misconfiguration_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_k8s_misconfiguration,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192810436158Z_C0_BuildOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_alpha_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192810875978Z_C1_NonBlockingScanning_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_alpha_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192830415905Z_C2_AutoScanning_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_alpha_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192851258081Z_C3_PolicyOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_alpha_multi_layer,multi_layer,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,1,20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,1,20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,1,20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,1,20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_alpha_multi_layer,multi_layer,1,20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T192915051937Z_C4_AgentsOnly_full_alpha_multi_layer_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,1,20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,1,20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1:trivy:misconfig:DS-0002:Dockerfile:5,GT-IAC-DOCKER-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,1,20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1:trivy:misconfig:KSV-0001:k8s/deployment.yaml:16,GT-IAC-K8S-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,1,20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1\workspace\app.py:8,GT-SAST-XSS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_alpha_multi_layer,multi_layer,1,20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T192956415314Z_C5_SecFlowOps_full_alpha_multi_layer_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_alpha_multi_layer,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T193037727148Z_C0_BuildOnly_full_beta_clean_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193037990185Z_C1_NonBlockingScanning_full_beta_clean_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193057897124Z_C2_AutoScanning_full_beta_clean_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193119577994Z_C3_PolicyOnly_full_beta_clean_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_clean,clean,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193140072848Z_C4_AgentsOnly_full_beta_clean_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_clean,clean,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T193221316743Z_C5_SecFlowOps_full_beta_clean_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_clean,clean,1,,,local_workspace_patch,local-only-no-git-push,False,0,,no_remediation_event,0.0,0.0
20260713T193302312842Z_C0_BuildOnly_full_beta_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193302654843Z_C1_NonBlockingScanning_full_beta_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193322741810Z_C2_AutoScanning_full_beta_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193343634512Z_C3_PolicyOnly_full_beta_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_vulnerable_dependency,vulnerable_dependency,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193404433468Z_C4_AgentsOnly_full_beta_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_vulnerable_dependency,vulnerable_dependency,1,20260713T193404433468Z_C4_AgentsOnly_full_beta_vulnerable_dependency_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T193444368842Z_C5_SecFlowOps_full_beta_vulnerable_dependency_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_vulnerable_dependency,vulnerable_dependency,1,20260713T193444368842Z_C5_SecFlowOps_full_beta_vulnerable_dependency_r1:trivy:vuln:CVE-2019-14234:django:requirements.txt,,dependency_update,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T193523964360Z_C0_BuildOnly_full_beta_fake_secret_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193524226883Z_C1_NonBlockingScanning_full_beta_fake_secret_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193544008251Z_C2_AutoScanning_full_beta_fake_secret_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193604291631Z_C3_PolicyOnly_full_beta_fake_secret_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_fake_secret,fake_secret,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193625188053Z_C4_AgentsOnly_full_beta_fake_secret_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_fake_secret,fake_secret,1,20260713T193625188053Z_C4_AgentsOnly_full_beta_fake_secret_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T193625188053Z_C4_AgentsOnly_full_beta_fake_secret_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_beta_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T193705105826Z_C5_SecFlowOps_full_beta_fake_secret_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_fake_secret,fake_secret,1,20260713T193705105826Z_C5_SecFlowOps_full_beta_fake_secret_r1:gitleaks:secflowops-fake-aws-access-key:C:/Users/User/Downloads/Compressed/DevSecOps8Abdoul/SecFlowOps/data/raw/20260713T193705105826Z_C5_SecFlowOps_full_beta_fake_secret_r1/workspace/.env.test:2,GT-SECRET-AWS-001-full_beta_fake_secret,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T193745458911Z_C0_BuildOnly_full_beta_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193745731130Z_C1_NonBlockingScanning_full_beta_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193805908736Z_C2_AutoScanning_full_beta_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193826157147Z_C3_PolicyOnly_full_beta_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C3_PolicyOnly,full_beta_sast_reflected_xss,sast_reflected_xss,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T193846375654Z_C4_AgentsOnly_full_beta_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C4_AgentsOnly,full_beta_sast_reflected_xss,sast_reflected_xss,1,20260713T193846375654Z_C4_AgentsOnly_full_beta_sast_reflected_xss_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T193846375654Z_C4_AgentsOnly_full_beta_sast_reflected_xss_r1\workspace\app.py:8,GT-SAST-XSS-001-full_beta_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T193926745960Z_C5_SecFlowOps_full_beta_sast_reflected_xss_r1,full_protocol_20260713_rigorous,C5_SecFlowOps,full_beta_sast_reflected_xss,sast_reflected_xss,1,20260713T193926745960Z_C5_SecFlowOps_full_beta_sast_reflected_xss_r1:semgrep:SecFlowOps.scanners.semgrep.secflowops.reflected-html:C:\Users\User\Downloads\Compressed\DevSecOps8Abdoul\SecFlowOps\data\raw\20260713T193926745960Z_C5_SecFlowOps_full_beta_sast_reflected_xss_r1\workspace\app.py:8,GT-SAST-XSS-001-full_beta_sast_reflected_xss,rule_based_agent,local-only-no-git-push,False,0,True,patched_local_workspace,0.0,0.0
20260713T194007481766Z_C0_BuildOnly_full_beta_sast_sql_injection_r1,full_protocol_20260713_rigorous,C0_BuildOnly,full_beta_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194007753919Z_C1_NonBlockingScanning_full_beta_sast_sql_injection_r1,full_protocol_20260713_rigorous,C1_NonBlockingScanning,full_beta_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
20260713T194028832675Z_C2_AutoScanning_full_beta_sast_sql_injection_r1,full_protocol_20260713_rigorous,C2_AutoScanning,full_beta_sast_sql_injection,sast_sql_injection,1,,,not_applicable,,,,,no_remediation_event,0.0,0.0
